machine_id,machine_type,temperature,vibration,rpm,current,operating_hours,machine_age,previous_failures,failure,failure_cost
M0261,Pump,58.78866441156595,3.488097552159056,1337.6192350252486,14.850047486008936,12869,1,0,0,307443
M0262,CNC,67.68545541966678,4.12340062725985,1369.8664532237337,12.7290141661632,3017,2,0,1,169968
M0263,Loom,64.80292524712698,1.4698112540022894,1485.0631273991648,7.401898320330208,8957,6,2,0,111600
M0264,Motor,79.260719281377,3.04943388030686,1427.520517791235,11.41115804583619,10420,12,2,1,100022
M0265,Compressor,95.32318911048347,6.236732939575424,1181.4122520010033,12.905100026705206,5792,10,0,1,184271
M0266,Motor,58.62957472495615,7.4080490823868175,1195.515981683792,12.526608688735793,7830,2,0,0,363041
M0267,Compressor,59.126726689781336,2.2781720306161404,1377.176178657139,6.468619249557763,14237,6,1,0,350182
M0268,Motor,77.52993052482887,3.4335643335247905,1504.9223903264262,9.329046455940384,3434,14,2,0,173323
M0269,Loom,73.18269787551574,4.452469637473931,1120.2994188729717,11.80776670755385,3868,1,2,0,236110
M0270,Compressor,87.16048790883241,5.004290085875292,1390.0323788618043,13.60887272855157,11707,11,0,1,170278
M0271,CNC,72.00713822391157,3.042713664141037,1386.8502572179095,5.41161653670016,2438,13,0,0,423198
M0272,Motor,60.688494910555285,5.2633098800353615,1616.6005333850137,11.513628073560424,13356,1,3,0,320041
M0273,Motor,72.08785796830772,3.647089175272351,1403.7973825944564,12.429146309636858,4543,5,2,0,114541
M0274,Compressor,78.3044429669949,4.4739859124190975,1495.9586781689113,14.548835965548639,12367,10,3,1,156968
M0275,CNC,74.84578617436837,5.483311646406659,1466.9508568104957,14.07857275271231,2781,13,1,1,64892
M0276,CNC,71.08728837328758,4.5115600856596885,1194.3320224231359,13.747713956426416,7343,11,3,1,451487
M0277,Loom,77.80009627506985,3.7145053970521764,1542.1848659958084,9.600178479894197,3263,9,0,0,74815
M0278,CNC,79.03154708534808,4.302702352933505,1475.8475806547544,6.275993588630078,11161,14,2,0,357756
M0279,CNC,81.58590789245032,4.3409466734303965,1510.9922367609508,10.820841728815797,1211,8,2,0,476573
M0280,CNC,72.78451865107571,3.83398014621217,1800.0,15.00489547562568,9699,3,3,1,328411
M0281,Pump,62.994583036197746,4.034167087199216,1199.9064472601694,16.180363582573293,7159,3,3,0,330412
M0282,Loom,66.76056423719987,7.377564906908491,1656.963597971333,14.131647306893356,14809,1,1,0,164463
M0283,Motor,79.47810759810028,5.5096550062942296,1415.5062976719573,13.288022468405202,8027,14,1,1,457479
M0284,Compressor,55.19677194815317,3.9681354275475114,1484.4794685283612,13.138918945157897,1331,3,0,0,407491
M0285,Motor,69.42407970647481,5.754517928119324,1444.5385305638508,10.331643759717657,7860,14,0,0,240732
M0286,Loom,60.27993425207167,3.899124918439182,1399.0916399922348,11.60981911933914,9044,12,0,0,246599
M0287,Compressor,65.34493787521781,6.611624347655955,1381.620048611349,17.00720857747899,9169,12,3,1,244451
M0288,Loom,80.34142235128758,5.165355945956569,1489.5410482687612,9.172325982624372,9742,12,3,1,406686
M0289,CNC,67.29318881623884,4.306856140792388,1267.9391563993986,16.844336372129554,6720,13,2,0,222343
M0290,Compressor,65.55723857787379,5.3058904664585,1540.069500102612,11.033915536523825,10133,11,0,0,378756
M0291,CNC,48.68172630824097,1.6724229262767012,1400.0566714137694,15.976296327285235,1727,1,3,0,188307
M0292,Motor,73.95504279232665,2.4718185559623502,1314.391679315157,7.779554971507386,5975,8,2,0,138757
M0293,Motor,72.7458101736929,2.3509349884817,1395.9984570405024,13.757712603493948,12054,1,0,0,459633
M0294,Compressor,90.95905667966552,4.757297570574672,1600.8579060235088,9.789689592157135,4243,5,1,0,410219
M0295,Compressor,61.30666118056399,7.618526999073166,1385.7597895580532,7.754198424227438,1648,9,1,1,346753
M0296,Loom,67.62980393196727,8.516340263146738,1493.0144341851544,12.655602127232838,6095,7,3,0,414929
M0297,Loom,67.99260420452906,5.648491982593363,1362.2852469141433,15.028415365787907,14809,4,2,1,304200
M0298,CNC,83.9294393571617,5.401520054900023,1540.9506219908344,9.46517568421951,7614,11,1,0,477118
M0299,Compressor,63.85645361135658,1.2580960785250697,1532.2609286548245,7.502952118624796,11929,9,2,0,73645
M0300,Motor,68.34825830924407,3.523187160478761,1671.8330599955693,11.724465706995135,14900,9,2,0,245630
M0301,Loom,72.29475811659847,3.08198924656517,1428.9323265400942,11.737694013668456,11939,2,1,1,374377
M0302,Loom,67.2393094778763,3.3824743231479912,1530.2385765709487,13.644958882663495,8135,10,2,0,423587
M0303,Motor,59.64279662539366,4.197341126547379,1461.7681047446733,14.848783714093464,2009,10,1,0,204473
M0304,Loom,67.3290799147797,3.650236960145171,1605.5046138235616,11.821754456182518,2550,11,3,0,319915
M0305,CNC,77.88358099831726,0.937260341323582,1363.7401134869524,17.566509944382787,9995,12,0,0,484551
M0306,Compressor,52.681816407067274,5.846238461011561,1539.4006375452736,12.672704233605876,13272,6,0,1,414745
M0307,Motor,66.59563608976251,2.5690625536683482,1426.636324465998,10.960720481979301,8492,4,3,0,445158
M0308,Compressor,56.59855022072992,4.930644355400069,1442.2974187469804,7.165297922691517,13501,8,1,0,201460
M0309,Loom,79.34055954709811,8.233348805549952,1461.0102981338048,11.212021439051497,13456,12,1,1,437368
M0310,Loom,46.721757142594704,2.845107735144438,1480.2688475712014,10.99083916376659,4401,11,1,0,133251
M0311,Motor,58.29293783274094,0.5,1436.052514825365,14.880914388844412,8447,7,1,0,107042
M0312,CNC,69.52654250077426,3.9851924006158006,1475.7655819804631,13.387450872200562,14265,7,3,1,365884
M0313,Pump,83.78628835081209,6.481727342997428,1639.374166907462,8.46189263510215,6424,11,0,0,246945
M0314,Motor,64.21099686712415,8.02502541759707,1568.2539622738261,12.516763159233113,5241,10,2,1,97024
M0315,Pump,58.337605679681616,2.2868107299856497,1554.2985510996275,14.01459351518716,13803,9,2,0,204522
M0316,Pump,87.57388483328708,5.394058601825739,1395.3352568771354,16.5840940781635,4161,13,0,0,106965
M0317,CNC,47.623833195005076,3.662441177795904,1343.291100612601,14.662511902242178,13740,5,3,1,322201
M0318,Pump,38.61432852055901,4.309292962252556,1564.6360669885303,14.282539962934433,5155,6,2,0,274321
M0319,Pump,70.28017340064,9.259818024630663,1555.1256151035752,12.180257983845491,8478,1,0,1,321127
M0320,CNC,58.97534930776867,1.794653408888724,1626.7204810901178,13.16493601627035,9719,6,3,1,442613
M0321,Pump,52.74520619443144,4.956731390690233,1377.5223248836924,15.748514702118477,12490,2,2,0,69995
M0322,Pump,73.50027736759225,5.34184770917778,1422.4541613567583,8.00166780756105,10215,6,1,0,164587
M0323,Pump,67.92560856525438,6.454415384890825,1253.2619004969479,10.951682018349132,7617,9,1,1,283076
M0324,Motor,58.23105643115926,4.676369676247612,1402.9034672726953,9.682293753731278,6660,8,3,0,272700
M0325,Motor,49.63634721594927,5.054490971107384,1569.5884612695336,13.137459356178372,12926,9,1,0,88886
M0326,Motor,75.46948793936174,3.795032578640776,1394.0205544926162,15.690666526952363,14390,13,3,1,401169
M0327,CNC,72.80241413550394,4.984428494241193,1526.8575754240987,10.20907713983678,9624,10,0,0,145149
M0328,Loom,63.809889634647405,3.882253904104661,1427.1396272802626,4.8290868975916865,2176,8,0,0,144020
M0329,Pump,87.159643952572,5.618829401740891,1488.8868433865873,10.76333776492659,8956,3,2,0,52673
M0330,Pump,52.158982804086165,3.834701395121459,1312.2770332221198,14.74042119605222,9592,8,3,1,478106
M0331,CNC,46.693697948903136,5.178780709023935,1460.225133956068,13.61288970884964,11296,6,2,1,389657
M0332,Pump,56.69710316142507,4.447326935367039,1091.0636834919133,13.284558743431727,12242,13,2,1,73466
M0333,Motor,64.45296780373403,6.526890451389903,1427.5724610205618,11.160020094376561,3233,6,0,0,287626
M0334,Loom,67.92007339187231,4.407491297540725,1254.3432107541832,8.16290779134064,11637,6,2,0,404689
M0335,Compressor,62.10516730572404,1.3085415572276133,1594.719341985618,13.545882964873403,5700,3,1,0,100406
M0336,Pump,69.22466475817156,6.7714587012851855,1543.2888823317414,9.497154569896125,12027,10,2,1,446904
M0337,Motor,49.981526909714674,2.8696818584472856,1506.0005178359297,18.552290200141368,6906,1,3,0,119284
M0338,Compressor,82.3251752488791,3.3232205904321246,1632.5207472591255,13.711521625063547,8860,12,1,1,285718
M0339,Loom,64.01418585928917,3.4278096707217145,1336.1300175010194,10.258055092338147,8526,14,0,0,426723
M0340,Compressor,78.40754997905753,6.973988567707471,1659.683583749867,10.165844257834115,6559,4,3,0,63665
M0341,Motor,69.11270415653244,0.6557864148383481,1561.8629877112462,11.721167380159235,7732,10,1,0,70641
M0342,Compressor,70.4810386298454,10.147947360587988,1421.6133655337264,11.281494233934751,3513,12,3,1,475716
M0343,CNC,71.83720736278644,6.4009022563188935,1586.2744176619533,15.350501326589862,8830,6,1,0,85797
M0344,Compressor,70.37250272020778,4.9018300454324875,1317.244778510604,12.55924850923214,10965,11,3,1,265838
M0345,Pump,72.71267311841052,4.401190798890685,1351.0583006166792,9.805104783274416,7944,12,3,1,358094
M0346,Pump,80.94983036158918,5.013997334743783,1376.9692332112359,17.67132205546735,8910,10,1,1,468262
M0347,CNC,67.35825403641765,5.438020371082809,1386.5226750323181,12.147924994560668,6649,2,0,0,441698
M0348,Motor,73.50804509106214,5.661388054710103,1323.2130828687696,14.30651902790669,2096,7,0,0,152339
M0349,Pump,63.92317166855328,5.500088038806207,1596.769968051439,10.175320477665721,10120,7,3,1,163431
M0350,Loom,82.28140658539368,4.661245226259448,1418.9374719556201,13.08934688323357,2951,11,3,1,282275
M0351,Pump,56.88329237528876,4.144790843446813,1492.3005962028255,12.933329973429586,11165,4,0,0,452854
M0352,Pump,86.61128519492979,4.227708089423679,1381.5578360303584,6.331052123711541,10746,4,0,0,333317
M0353,Motor,64.51810459226787,4.149165095365174,1231.527603934178,18.04582533138192,11970,1,2,0,194294
M0354,Compressor,47.830698774583425,6.540786174360717,1482.4068830069707,15.871933382767642,13613,13,0,0,231136
M0355,Pump,66.53725297892947,5.568402100105551,1220.5294029496267,10.808414051562037,10186,2,3,0,218082
M0356,CNC,56.82738011030143,0.5,1441.7639144697437,8.693190778632435,8799,9,1,0,303301
M0357,Compressor,75.08772258786469,5.68062139775357,1285.8021953400628,13.042684841410656,9804,10,0,0,68095
M0358,Loom,57.16851224837131,4.8505251504937945,1688.4731199076969,12.260093098243189,11785,8,2,1,173554
M0359,Motor,59.64579880142264,4.466324238397385,1559.3635266609665,13.067006845689688,1595,8,2,0,444655
M0360,Loom,42.325511228653625,3.8006667844400055,1462.6904549525777,12.574732188582269,14208,9,2,0,437758
M0361,Compressor,59.57232416901108,6.523402895974824,1601.6448013185602,13.518722967917778,8875,7,1,0,284989
M0362,Compressor,35.91344808045252,6.205547631821144,1348.4420827041117,16.34191709817542,10033,13,0,1,448591
M0363,Compressor,45.99316611817132,3.1088201979175034,1515.2175254404112,13.704309615385938,14513,9,0,0,139023
M0364,Loom,74.12497587373157,5.232694116824163,1473.9772520462457,8.851033503270177,5439,10,0,0,157181
M0365,Compressor,74.42960190380998,2.751017877825685,1481.6824097600404,16.087688558137355,6972,12,1,0,272310
M0366,Loom,70.10549074141957,2.016687303379925,1602.6824200128121,16.92184369046486,1858,2,1,0,332744
M0367,Compressor,53.396286282449445,3.371908995738063,1537.8990523335763,21.456170203536253,6519,6,3,0,314610
M0368,CNC,64.42746372629624,6.052308250288966,1484.6468395390027,8.629517900281206,8385,3,2,0,306349
M0369,Compressor,64.95676953091318,6.215625081676956,1251.4135076526045,12.728646039450824,9636,11,2,1,226169
M0370,Loom,51.09962372968948,5.423553756175127,1334.7944445664643,5.753703890433038,10980,6,0,0,422078
M0371,Pump,83.04077962120581,5.8051724163263945,1435.274927968513,13.659447469137628,5317,3,1,1,103276
M0372,Compressor,75.52834748690806,5.429120916806925,1461.2046849131982,10.355399105499682,4454,8,1,1,493333
M0373,Pump,62.34842991404403,3.345333128598686,1314.375553039129,17.77033738447486,13144,11,0,0,490187
M0374,CNC,65.32263006793437,5.277460580413093,1739.4012010694105,9.676155089944254,13879,13,0,1,319072
M0375,Motor,67.50059369537063,5.940737145409829,1631.9672866304288,6.932450886098215,2030,4,3,0,367453
M0376,CNC,40.49918157890851,5.857724393664434,1522.2541984470981,10.586208777892441,10487,12,2,1,255719
M0377,Compressor,62.033871409752834,6.640044068654357,1458.6444233540494,6.073536686348588,8906,10,2,0,221960
M0378,Pump,56.816189024026414,5.774946924961915,1424.5349236118618,14.25329836352193,14305,6,2,0,276097
M0379,Pump,52.980559881261016,5.1326067735748495,1335.7697847973318,5.804750861231039,11255,9,3,1,224904
M0380,Loom,61.626796485368544,6.42627042896957,1459.2976622222634,12.085372743549476,2447,2,0,0,166196
M0381,Pump,86.57223832219427,4.452261733351692,1480.93030481713,5.76656454043141,11237,2,0,0,59404
M0382,Loom,72.69011433520411,2.912625627790108,1300.9887309422052,11.039106586390075,13811,7,2,0,476855
M0383,Motor,58.14585212260644,4.206479464901225,1490.1011700693878,16.930134467413602,3850,2,2,0,259190
M0384,Compressor,71.8709933762739,3.1591752393483916,1431.3689141410302,13.081943674307386,13016,2,3,0,163187
M0385,Loom,81.79226523903202,3.2846791050461133,1221.0630930547131,9.409519185105198,11260,4,1,1,422593
M0386,Motor,76.09560419495322,4.239866392712068,1346.7537987064597,11.906389533182749,12953,9,1,1,77684
M0387,Pump,65.71556443904208,3.0736441422000698,1400.3673359894026,12.05405061613334,9106,8,2,0,118591
M0388,Pump,57.23675866753311,3.9456692466497274,1676.5225188808229,13.417891037530216,11467,2,3,0,431965
M0389,Motor,73.37867976336308,1.0914935994831856,1516.786374944051,7.899424910157521,8151,8,2,0,258794
M0390,Pump,69.72182462506099,4.883928673271289,1289.742211708013,13.777701821541992,11000,4,1,0,314826
M0391,Motor,75.74231864033278,4.502169855652004,1508.3243547301165,4.0,10503,2,2,0,161186
M0392,Loom,72.62206162018363,3.029240464077257,1264.323521327396,10.110346342908569,7952,11,1,1,481262
M0393,Loom,77.59463258383202,5.686642203178329,1579.9229264664489,10.535178472645367,5055,10,1,0,293181
M0394,Motor,58.57717746127318,6.187626247727805,1393.4650417818546,13.899980478213715,6402,7,1,1,71832
M0395,Loom,80.80872878761191,1.6063922441358467,1438.7636573512996,12.067892558030607,11643,6,0,0,66997
M0396,Loom,67.3711952563088,3.1270953985808143,1609.0955977050628,7.78331083843114,10281,14,0,0,346784
M0397,Loom,89.90313047150319,3.115543770382863,1295.54037176989,9.045020622548954,2672,10,2,1,90491
M0398,CNC,56.72974618292518,2.8081744180040435,1282.345817786441,12.596040028642221,12867,5,1,0,113043
M0399,Compressor,85.83156563798299,5.993054715477147,1379.9680808384794,11.76279797440633,5532,11,0,1,424319
M0400,Pump,67.37492940155177,4.151112950208954,1574.605462122318,10.26262767109276,5924,1,2,1,178568
M0401,CNC,57.18298395662662,4.0238732856409,1267.6784709427789,10.557498631464062,13546,2,2,0,426394
M0402,Loom,59.19336999134814,0.8930477440678435,1110.1413282267317,14.088503991477868,11195,8,2,0,122725
M0403,Motor,61.155832301668156,5.6437524543766076,1395.8609369909202,10.446922281392355,7085,1,2,0,178131
M0404,Loom,70.08999135682299,2.2693348892637495,1516.2088959893103,11.73572626791278,13390,3,2,0,95520
M0405,Compressor,71.274025856426,4.607878734479391,1594.0314099686595,18.50980976424163,14280,2,3,0,375063
M0406,Loom,58.11559995273705,4.999278488324745,1394.420636549752,7.728952089348231,8734,5,1,0,159869
M0407,Motor,64.7077448928682,6.949185472509572,1400.6288071460797,6.444471805276024,5864,4,2,1,114442
M0408,Compressor,90.70724430334236,2.1441232815855984,1588.4680881106897,14.350768994395821,10316,13,3,1,311025
M0409,Loom,85.73051804120854,0.5,1225.6309960365495,9.96407081611769,2221,7,1,0,202842
M0410,Compressor,70.23588403608838,4.830929180556651,1403.3775069780388,11.045287416772139,3860,5,0,0,417390
M0411,Pump,65.4560417380184,7.740920126719537,1472.8508667910069,9.656530865606658,11465,8,2,1,228570
M0412,Pump,66.44037592061913,6.730103435290987,1503.906246554204,11.220599577697463,12182,4,3,1,421831
M0413,Loom,72.362215672765,4.877386947494326,1388.8231968170942,16.795614336289024,11702,12,0,1,173447
M0414,Compressor,52.72648921761913,3.615054865862315,1454.132921404701,14.406385375854358,9428,6,3,0,111477
M0415,Motor,61.91148155091986,5.9528206739471585,1151.4007175904412,14.586670535660932,10336,4,1,1,50244
M0416,Loom,44.97699111346893,2.7476168405319563,1371.010190519938,7.751318832622063,4253,2,1,0,476004
M0417,Pump,69.79067747126335,5.357443984841194,1504.421045506536,8.546538790341392,4782,1,0,0,391597
M0418,Pump,72.76635127643289,5.409846286499929,1332.1247158894384,4.0,7957,14,3,0,227561
M0419,Loom,59.201762452407515,6.408377833497983,1457.0781065907518,9.571857536751738,1766,14,2,1,440106
M0420,Compressor,83.88784115948039,9.46738807003994,1503.6247000963237,14.870109559156976,3681,1,2,1,383447
M0421,Pump,50.290812043971904,5.206348740921781,1408.8940958970682,13.550839547245113,8710,8,0,0,340534
M0422,Compressor,47.42750143748216,3.5838654737265023,1470.4556525195885,11.335460211143628,8482,14,0,0,60247
M0423,Pump,67.69342182271967,4.45396623805441,1334.4720921658466,11.93309914884584,6086,4,0,0,250123
M0424,Pump,77.56517963134586,1.3156633711995869,1425.2066464364743,9.933343372273782,8964,5,3,0,240791
M0425,CNC,85.20713229749443,3.249516364039695,1523.2259403507067,12.614276647205353,3665,11,2,0,477894
M0426,Pump,59.49338884557272,3.7632916113964128,1468.836755316212,14.297634838441844,10951,8,2,1,257358
M0427,Motor,77.94417000117555,3.5566408837177335,1379.6162476523277,7.1523396377685815,12683,12,2,1,341727
M0428,Loom,64.53789836599151,4.7742387696607,1476.9059685148952,12.898943063512045,12007,7,0,0,189148
M0429,Loom,62.92847240071016,3.019644121712039,1535.753174876394,14.797304612864002,4513,13,2,0,461222
M0430,Compressor,75.60391924984006,6.517855201184048,1204.0070465707026,10.754699133109892,1495,8,1,1,196123
M0431,Pump,72.82787454096103,4.5003727168527545,1589.0888877947077,14.10210183636175,14335,13,0,0,447530
M0432,Motor,46.08329411618901,4.483259421950494,1409.6494313582714,20.44396333341766,12372,8,2,0,78670
M0433,Compressor,82.71848419671075,3.909789510276748,1501.0587919888276,11.686971621039325,6822,6,3,1,437064
M0434,CNC,81.56109624976942,4.7793432309461625,1593.6696308374273,13.179921150015971,13122,10,0,1,60236
M0435,Compressor,57.49324758188565,5.985176876401742,1285.399156332344,9.785828749015826,3072,2,1,0,85568
M0436,Compressor,69.7496424012489,2.9391656117203793,1364.8670797086943,12.543753487806152,8795,6,1,0,157327
M0437,Pump,70.92836223539287,3.3153903196645382,1415.3741564949155,13.380814874946912,9529,14,3,1,305745
M0438,CNC,68.12808518988689,3.9532931482020035,1355.9495774650686,12.584527020810414,4949,1,3,0,422332
M0439,Compressor,58.396338153854956,2.077432337748213,1658.1923891004171,8.94091404087343,7033,1,0,0,328496
M0440,Motor,56.940519584743384,3.025335852501304,1347.187348740785,12.619085313976353,12300,11,0,0,175721
M0441,Motor,64.69335114810265,3.6428024276196136,1383.334386461576,16.38658781615291,11009,3,1,1,309291
M0442,Loom,79.07274823111237,6.07390052528291,1474.5266837923573,13.345907293543583,9328,3,3,0,488866
M0443,CNC,71.52320185513318,4.972610392203465,1305.7420568708694,14.885961567215523,3555,11,0,0,453562
M0444,CNC,60.55262801496673,4.84846184046158,1402.5183145892483,11.288964089962118,7370,13,1,1,206228
M0445,Loom,74.26038452778013,6.03161633190235,1488.094391350021,14.249700718271132,5415,5,3,1,105904
M0446,Compressor,35.0,4.252730780881086,1410.0567514740987,12.837803514649577,6959,1,1,0,457251
M0447,CNC,78.78518840446525,5.2028367298720015,1438.7935769320063,9.147267810938304,10107,10,2,0,434285
M0448,Motor,44.1234346546628,4.3142008447215066,1386.4801465061955,12.955563014396624,14493,6,3,0,328252
M0449,Motor,60.650708703162415,4.9776522289193315,1268.263562898308,9.024910009679068,6993,7,0,0,314997
M0450,Pump,51.563961264486274,3.4510344162991524,1488.5911853607086,10.101359175345625,12730,10,0,0,396300
M0451,CNC,49.46382229134913,0.5,1660.591968597669,12.567984921877123,6021,12,2,0,316320
M0452,Compressor,78.92992144854223,4.258297508064652,1452.2081956940126,12.891732820140373,11292,13,3,0,150459
M0453,Loom,59.3875855842573,7.060946644979892,1477.031694069706,8.432302604768612,3907,11,1,1,469136
M0454,Loom,69.15804658076858,6.167187724034866,1533.126730614023,15.161957313548628,3914,3,0,0,235922
M0455,Compressor,64.4369530534498,6.2377154722641075,1297.6803404143961,13.71601883490142,14546,4,2,1,187901
M0456,Pump,70.72448992667746,6.725035299251193,1654.3017589755527,9.885814693167347,11174,10,2,1,173225
M0457,Loom,65.92186269272307,4.659583663730587,1474.2794555707362,7.387245610652474,4870,11,3,1,285847
M0458,CNC,49.604093309737166,4.855168273330072,1645.8228278906931,11.565286262755706,13720,10,3,1,271738
M0459,Pump,76.95520183336568,3.3882265882181697,1362.0360405371214,10.66216885841652,12759,14,0,1,430602
M0460,CNC,59.07492100206425,3.9310688591513103,1668.167430706939,12.339421371159068,10190,12,2,0,160893
M0461,Motor,46.321017216082986,5.608388069588055,1543.018659284174,10.9106500165333,11339,10,1,1,386071
M0462,Pump,59.86261806840905,6.666991986903869,1516.364810302283,5.9776294177649705,6085,14,2,1,430322
M0463,Loom,83.00911748761173,4.248996703774201,1478.0829345223779,10.834959185096524,13886,10,1,0,292726
M0464,Pump,75.20266090536191,3.6896593232674593,1420.176565831066,11.08314266679506,7546,10,1,1,352811
M0465,Pump,60.81617438710569,4.500950325941875,1594.0637990168648,13.900983074322177,1395,3,0,0,246914
M0466,Pump,60.80890754817885,5.582172148072407,1466.8431843817657,9.90540097616685,12790,1,2,0,479059
M0467,Pump,61.14037938539141,1.9010613309596245,1213.9516355695418,17.0360240201177,13702,8,1,1,231880
M0468,CNC,89.92097580273008,0.5,1315.9376245951598,6.265078348044729,1938,13,3,0,473759
M0469,Motor,69.58322542677864,3.5090336709151497,1427.6985097368704,15.933502493407874,10828,10,1,1,56611
M0470,Compressor,70.16049976629283,2.3027176333545145,1487.1998779798666,11.327043087365686,11916,10,3,0,400386
M0471,Pump,77.3634014483821,3.58534764423484,1443.2093813320125,14.578754617030668,3510,2,3,0,396756
M0472,Loom,67.86546990831816,4.233995426128551,1596.2764947752396,12.239404452176199,5636,1,2,0,359046
M0473,Pump,61.89149425015156,3.684152863758576,1215.867776315365,15.418666608076407,2649,14,3,1,297524
M0474,Loom,62.643801810980264,7.114441562047341,1467.2305523806192,10.837914106341566,4690,8,1,1,345187
M0475,CNC,64.14078488703123,5.088140576284176,1231.8424929535415,8.704138724466564,4435,7,3,1,186343
M0476,Loom,64.5533331618819,5.040853847299491,1541.1654754581002,16.261512861813188,4201,7,2,1,385011
M0477,Compressor,73.73155452364375,5.619972859278123,1438.6649542669597,11.659558062353577,5179,4,0,0,389233
M0478,Motor,65.6233506296876,2.4501003879946155,1500.353196642894,12.664675420872632,13558,11,1,0,370889
M0479,Loom,73.79168092658695,6.370401217356484,1346.334044729228,15.704255742134386,11483,9,1,1,240191
M0480,Loom,64.03140103869701,4.363624284236172,1603.5357917989302,8.904134273716696,13675,6,2,0,192645
M0481,Motor,65.94362228379309,5.706865111034182,1575.0069596870621,13.786472692917773,9405,2,2,0,202481
M0482,Compressor,41.02159178561471,2.57065698052772,1520.0253163614266,10.230315730611327,4237,14,2,0,398114
M0483,Pump,75.99593209642978,1.7032342211710843,1434.4579303763871,11.603491933066884,4862,1,2,0,336608
M0484,Loom,69.15786171077592,5.972201384445052,1519.5828742354158,12.216836896152866,1058,1,1,0,299220
M0485,Motor,76.97612131831582,5.17753714697553,1365.172891841518,7.499334415659192,14913,9,0,1,486056
M0486,CNC,35.0,2.8763072021564815,1552.6666790824854,9.663488871538696,12122,4,3,0,492001
M0487,Motor,90.06049645736873,2.93460645370555,1647.9377073188705,16.053218677239418,5938,5,3,1,168523
M0488,CNC,63.324924462137915,6.525782611946585,1578.4732671975023,14.658573565754388,3971,3,0,0,70662
M0489,Compressor,78.2981938008502,2.3590585928388097,1362.4477036231108,11.812081268018295,10719,4,0,0,330372
M0490,Pump,52.52112887449363,7.456811315860734,1493.3700780727722,12.729370375538679,9314,12,0,1,110721
M0491,Motor,72.35328686075084,2.878882677633836,1294.8230147489624,11.117272483090627,12911,8,2,1,492439
M0492,Loom,52.35901324191613,5.649105466095089,1518.6868373410812,16.069750157483945,10628,13,1,1,188458
M0493,Compressor,57.51477247165034,3.9084867436518276,1504.0724095435046,11.398942266617508,10354,4,1,0,319006
M0494,Motor,87.96837624640143,5.585737375948217,1225.6220392561404,12.695526276404545,12492,9,1,0,90108
M0495,Loom,62.71181119083984,3.5205947961944535,1310.5859387305163,15.438090432426195,4345,9,2,0,141788
M0496,Motor,67.60919447815668,4.20697276906987,1416.023332390748,9.66788554546228,3486,6,1,0,294437
M0497,CNC,75.44081276826505,4.573654515712298,1413.8968303431009,16.67636755349068,1561,2,2,0,287011
M0498,Motor,70.94818265567126,2.696062579593349,1304.8627677497434,7.408615770769869,4981,12,1,1,392284
M0499,Motor,66.80502686172292,5.833483821756227,1496.6774475222621,16.888926393338394,7261,10,0,0,208273
M0500,Motor,69.3795320295947,3.5762155803511466,1480.1768330728614,10.881973248144076,2737,11,3,0,380722
M0501,Compressor,93.84098702285931,4.088520152387966,1426.6877041625776,11.271903756524155,10096,7,3,1,99966
M0502,Motor,64.30857443559698,2.7101711257046777,1359.3050199809963,6.329969486451171,4554,9,2,1,235846
M0503,Loom,67.41318856057961,0.5,1575.8448551699876,10.635615847866921,13682,6,1,0,322530
M0504,CNC,77.60785275209135,4.156150027319696,1648.6488535705955,8.880580406919346,10918,3,3,0,127228
M0505,CNC,78.2663111954958,8.842707758903249,1391.9726219384156,10.177060963879581,12115,14,0,1,196297
M0506,Motor,79.24436366672457,5.912287718216443,1376.5399699414215,11.588067102633362,12723,7,0,1,459909
M0507,Compressor,72.66476266435022,4.46533131647809,1508.9449198494397,14.873374843418716,13098,5,0,0,384341
M0508,Compressor,51.283941047234194,4.026796507425118,1407.0364744303617,12.622810054201878,10126,1,2,0,93021
M0509,Loom,84.60117838761315,4.540438607061684,1433.272335920412,12.923029960203342,14389,3,2,0,431059
M0510,Motor,51.243855283775744,5.484814407315378,1538.7583782069605,8.713441833463314,8095,5,1,0,199333
M0511,CNC,68.6316255828684,2.3745369324440793,1220.8772694991248,9.35773773119181,14723,7,0,0,470594
M0512,Compressor,55.948689799767706,6.505779050403969,1608.1962789823203,17.396175055053938,9266,3,1,0,429318
M0513,Motor,64.23033984088408,5.787686367794239,1458.721662919521,9.79439689571026,1294,6,1,0,302646
M0514,Compressor,68.94514892364177,5.792734306274282,1400.6208226525384,16.968624756171888,9212,5,0,0,136755
M0515,Compressor,68.85628658540328,5.289256329857509,1439.2919014934262,11.2708164033574,12434,13,1,1,455153
M0516,CNC,70.06304905082342,4.5353099838491815,1445.4915226024623,12.006863808430513,10230,1,3,0,116330
M0517,Pump,84.36453522870377,5.711150224740276,1242.255843586609,15.211095480689789,6330,10,2,1,228438
M0518,Loom,70.44241161816775,5.56526544073448,1629.3925872943882,15.81567726581597,5655,6,1,0,384466
M0519,Loom,62.070120376512214,3.8627267203061573,1454.9590758724742,11.667562319162737,2109,14,0,0,414462
M0520,CNC,76.56904601946029,3.4675168087855783,1503.160255653685,10.835270839435383,14460,8,2,0,483376
M0521,Compressor,79.2736458670957,4.683341331471576,1564.1859724688852,11.832238654433361,4771,13,2,1,95313
M0522,Motor,50.26870621835609,7.2882362726913374,1327.460505092764,13.013872584696355,9563,13,1,1,284729
